source,shared_from,date,text,reactions,likes,ahah,love,wow,sigh,grrr,comments,post_id,url
"政府新聞網,香港警察 Hong Kong Police",香港警察 Hong Kong Police,2019-12-25 00:15:21,【澄清】警方就今日凌晨喺旺角砵蘭街執法同處理一宗墮樓事件有以下澄清 👇🏻 #旺角 #砵蘭街 #食肆 #墮樓 #執法 #澄清 香港警察 Hong Kong Police【警方澄清今日（25日）凌晨於旺角砵蘭街的一宗墮樓事件】 今日凌晨2時許（25日），有大批暴徒在旺角砵蘭街一帶聚集，破壞社會安寧。警方隨即到場進行驅散。約凌晨2時10分，警員目睹有可疑人進入砵蘭街近長沙街的一間食肆，警方隨即進入該店舖進行調查。 過程中有一名店鋪職員經多次警告後，仍然故意阻擋警方進入店鋪執法，所以事後警方以「阻礙警務人員執行職務」罪拘捕該名男子，另外，警方亦以「非法集結罪」，「盜竊罪」和「未能出示有效身分證明文件」分別拘捕了兩名男子。 行動中，警方曾封鎖該座食肆，調查所有逗留的人士。 警方曾進入大廈天台範圍搜查，並於當時發現數名人士逗留在天台，於是便要求他們離開天台協助調查。期間，警方並沒有察覺任何人處於大廈天台外牆位置，亦沒有在大廈天台使用任何武力。 稍後約2時30分， 在店外地面戒備的警員發現有人於食肆旁邊，旺角砵蘭街長沙街交界一休憩公園處圍觀。了解期間，警方發現有人雙手攀附於大廈天台外的危險位置。由於現場環境昏暗，警員曾以電筒照明人士位置，當時他仍未墮下。未幾傷者墮下，及後送往伊利沙伯醫院治理，送院時清醒。 傷者墮下後，大量圍觀市民叫囂並湧向傷者位置，警方為保障傷者安全和現場秩序，所以在現場設立封鎖線。過程中，警方容許現場急救員為傷者進行急救。 警方嚴正聲明，在整件事件中，包括在天台及地面的警務人員，沒有向該名墮樓人士使用任何武力，包括使用胡椒球彈發射器等。而傷者墮下後，警方容許現場急救員為傷者進行急救，並沒有阻撓傷者接受救援。,221,98,8,2,,1,112,145 Comments,2491227757766599,/story.php?story_fbid=2491227757766599&id=1539066899649361
"政府新聞網,衞生署衞生防護中心 Centre for Health Protection, DH","衞生署衞生防護中心 Centre for Health Protection, DH",2019-12-23 01:21:25,"【佳節至有營😎🎄】聖誕食自助餐，Boxing Day 去放題打邊爐，仲有除夕、新年 parties 咁多餐 🍕🍰🍗😋，唔想脂肪超標兼食滯晒？跟住呢個有營貼士就冇有怕啦 ✌🏻～ #聖誕 #新年 #自助餐 #健康飲食 衞生署衞生防護中心 Centre for Health Protection, DH【健康聖誕自助餐四步曲】 聖誕節少不免同親友去食個自助大餐，但關注健康飲食嘅你一定會擔心「超標」嘞。其實，只要留意食物選擇同進食分量，著重享受氣氛而非大飲大食嘅快感，自助餐一樣可以食得健康。 有營溫馨提示︰ 以焗、烤、蒸、焯、上湯浸嘅菜式脂肪相對較低。低脂肉類除咗各款海鮮外，仲可以揀西冷牛扒、牛肩、豬串骨、豬柳、去皮雞肉/火雞等。 預祝大家有一個健康快樂嘅聖誕！ #聖誕節 #自助餐 #健康飲食 #衞生署",137,77,3,,,,57,87 Comments,2491172384438803,/story.php?story_fbid=2491172384438803&id=1539066899649361
"政府新聞網,香港蘋果日報",,2019-12-24 22:20:32,#警察TEAMKILL系列 大埔「聖誕和你SUCK」活動，有市民在一餐廳打翻餐具，及後有蒙面便衣警和防暴警出現，防暴警突然衝出拘捕戴口罩的市民，未料一出手便「Team Kill」誤捉「自己友」…… 【大埔】蒙面便衣「兵賊難辨」 遭防暴警「當賊」捉手箍頸險被捕 http://bit.ly/2PWTDP3...,18,6,,,,,12,19 Comments,2491110891111619,/govnews.hk/photos/a.1569856556570395/2491110891111619
"政府新聞網,Studio Incendo",,2019-12-24 08:43:47,【令人憤慨】政府嚴厲譴責蒙面暴徒平安夜喺多區堵路、破壞交通燈同商場店鋪、縱火，甚至衝擊警務人員，嚴重擾亂社會秩序，影響市民歡度佳節。就有人喺尖沙咀揮動港獨旗幟，政府重申，提倡港獨唔符合香港特區喺基本法下嘅憲制同法律地位，亦唔符合香港社會嘅整體同長遠利益。 新聞公報：http://bit.ly/2PR2eD5 #平安夜 #尖沙咀 #旺角 #沙田 #元朗 #破壞 #商場店鋪 #交通燈 #堵路 #縱火 #擾亂秩序 #基本法 #果斷執法 香港警察 Hong Kong Police今日較早前上水廣場防暴使用完全不合理的武力，用胡椒噴霧樽打頭，再用警棍打，跟住用防暴盾牌插頸，留意最後盾牌佈滿血跡。 幾十個鏡頭下都打到咁，鏡頭後...... *藍絲話係搶槍，俾人打到企都企唔穩，亂咁搵野保持平衡都係搶槍嘅話，你游水係搶水呀。 Video by Daniel Suen https://...,578,202,55,2,3,4,312,438 Comments,2490529181169790,/story.php?story_fbid=2490529181169790&id=1539066899649361
"政府新聞網,衞生署衞生防護中心 Centre for Health Protection, DH","衞生署衞生防護中心 Centre for Health Protection, DH",2019-12-23 01:46:48,"【家長注意📢】麻疹疫苗接種新安排 1 月 2 日起實施～如果你嘅小朋友 🧒🏻👧🏻 係喺 2018 年 7 月 1 日或以後出世，就記得留意嘞～ 新聞公報：http://bit.ly/2rlCPbf 知多啲：https://bit.ly/2SsP8xH #香港兒童免疫接種計劃 #麻疹疫苗接種 #MMRV #麻疹 #流行性腮腺炎 #德國麻疹 #水痘 #母嬰健康院 衞生署衞生防護中心 Centre for Health Protection, DH【香港兒童第二劑麻疹疫苗接種新安排】 由2020年1月2日起，衞生署「香港兒童免疫接種計劃」下嘅麻疹疫苗接種將會有新安排。 新安排適用於2018年7月1日或以後出生嘅兒童，佢哋將於滿十八個月時，喺母嬰健康院接種第二劑含麻疹疫苗（即「麻疹、流行性腮腺炎、德國麻疹及水痘混合疫苗」（MMRV疫苗）），取代現行於小學一年級喺學校接種嘅安排。 而呢個日期前出生嘅兒童將繼續喺小學一年級時，由學童免疫注射小組到校為佢哋接種。 [新聞稿] 衞生署「香港兒童免疫接種計劃」第二劑麻疹疫苗接種新安排：  https://www.info.gov.hk/gia/general/201912/23/P2019122000612.htm #麻疹疫苗 #第二劑 #香港兒童免疫接種計劃 #接種新安排 #母嬰健康院 #學童免疫注射小組",60,46,,,,1,13,23 Comments,2490169747872400,/story.php?story_fbid=2490169747872400&id=1539066899649361
政府新聞網,,2019-12-23 22:52:35,【電費補貼💰】政府會連續 12 個月向每個合資格電力住宅用戶戶口注入總數 2⃣0⃣0⃣0⃣ 蚊嘅補貼，紓緩市民嘅經濟壓力 🙌🏻 一共有超過 2⃣7⃣0⃣ 萬用戶受惠㗎～ 新聞速遞：http://bit.ly/2ZhKMKW #紓困措施 #電費補貼 #住宅用戶 #中電 #港燈 #經濟 #財政司司長 #陳茂波,179,124,3,6,,1,45,44 Comments,2490082821214426,/story.php?story_fbid=2490082821214426&id=1539066899649361
"政府新聞網,綠惜地球 The Green Earth",綠惜地球 The Green Earth,2019-10-30 19:58:36,【留下最美一刻📸✨】每次行山都想快啲登頂打卡 ⛰？其實沿途嘅山脈、靚景都好值得細心欣賞㗎 🤩～拎埋相機發掘郊野嘅自然美 🌳🌱，同大家分享你嘅回憶啦 💕 知多啲： http://bit.ly/2PgfrVZ #步道自然美 #香港步道攝影比賽 #山徑 #郊遊徑 #自然生態 #攝影 綠惜地球 The Green Earth 環境運動委員會 Environmental Campaign Committee📷「步道。自然美」攝影比賽🏞 郊野山徑是引領我們接觸大自然的渠道，你留低了幾多腳印和回憶？綠惜地球正舉辦「步道。自然美」攝影比賽，邀請你透過鏡頭發掘香港郊野山徑的自然美，分享郊野山徑上的回憶和情感。快拍攝你最喜愛的香港本地山徑參加比賽吧！ 比賽詳情：http://bit.ly/2PgfrVZ 作品收集截止日期： 12 月 31 日 比賽組別：景物組、家庭組、另設人氣大獎 (每組3名) #可持續山徑 #無痕山林 #LeaveNoTrace #步道 #自然美 #攝影比賽 #PhotoContest #綠惜地球 #環保基金 #山徑,92,62,,3,,,27,28 Comments,2490019951220713,/story.php?story_fbid=2490019951220713&id=1539066899649361
政府新聞網,,2019-12-23 08:19:49,【同你傾勞福】呢幾個月港鐵站啲𨋢被破壞，羅致光局長話，爭取咗好多年先有呢啲設施，方便殘疾人士出行。佢希望大家表達不滿時，顧下弱勢群體嘅基本需要。 新聞速遞： 【公眾應顧及弱勢群體需要】：http://bit.ly/2scSbiw 【羅致光：貧窮數字統計有局限】：http://bit.ly/35RcznZ 【延長法定產假法案或有延誤】：http://bit.ly/2sduve1 #同你傾 #勞福 #破壞 #港鐵站 #升降機 #殘疾人士 #出行 #對話平台 #對話總比對立好 勞工及福利局 Labour and Welfare Bureau #羅致光,151,80,11,,,1,59,60 Comments,2489549694601072,/story.php?story_fbid=2489549694601072&id=1539066899649361
政府新聞網,,2019-12-23 08:09:34,【同你傾勞福】有關延長法定產假嘅法例修訂星期五刊憲。羅致光局長話，立法會內務委員會仍未選出主席，會務幾乎停擺，如果修例程序喺 7 月中立法會會期完結都未完成，呢次嘅工作就會流產。 新聞速遞： 【延長法定產假法案或有延誤】：http://bit.ly/2sduve1 【羅致光：貧窮數字統計有局限】：http://bit.ly/35RcznZ 【公眾應顧及弱勢群體需要】：http://bit.ly/2scSbiw #同你傾 #勞福 #施政報告 #產假 #婦女福利 #立法會 #內務委員會 #對話平台 #對話總比對立好 勞工及福利局 Labour and Welfare Bureau #羅致光,93,38,11,,,1,43,34 Comments,2489545334601508,/story.php?story_fbid=2489545334601508&id=1539066899649361
政府新聞網,,2019-12-23 07:41:33,【同你傾勞福】究竟係 140 萬定 91 萬人活喺貧窮線下？等羅致光局長同你講清講楚 💬 新聞速遞： 【羅致光：貧窮數字統計有局限】：http://bit.ly/35RcznZ 【延長法定產假法案或有延誤】：http://bit.ly/2sduve1 【公眾應顧及弱勢群體需要】：http://bit.ly/2scSbiw #同你傾 #勞福 #香港貧窮情況報告 #貧窮線 #人口高齡化 #收入 #積蓄 #對話平台 #對話總比對立好 勞工及福利局 Labour and Welfare Bureau #羅致光,190,83,9,1,1,1,95,49 Comments,2489534927935882,/story.php?story_fbid=2489534927935882&id=1539066899649361
政府新聞網,,2019-12-23 05:39:41,【粉嶺車禍】就上星期粉嶺公路嘅交通意外，社署接到 8 個慈善基金同團體嘅捐款，聽日起會陸續發放畀死者家屬同傷者；署方亦安排咗社工跟進傷者同死者家庭嘅福利需要。任何團體或市民如果想捐款，可以打社署 24 小時熱線 👇🏻 新聞公報：http://bit.ly/2QdOam8 社署熱線：2343 2255 #粉嶺公路 #巴士 #交通意外 #慈善團體 #捐款 #社會福利署,77,52,,,,10,15,30 Comments,2489419487947426,/story.php?story_fbid=2489419487947426&id=1539066899649361
政府新聞網,,2019-12-23 04:45:54,【向暴力說不】警方話，喺過去半年，暴徒唔止剝奪市民正常生活嘅權利，仲破壞香港嘅法治精神。要過返和平、安穩嘅日子，有賴各方努力，警隊亦會繼續維護法紀，保護市民嘅人身、財產安全。 新聞速遞： 【警方警告暴徒勿再破壞】：http://bit.ly/3988cH4 【市民勿縱容包庇違法行為】：http://bit.ly/2sUecCP 【靈活調配人手 確保巿民安全】：http://bit.ly/2Mm2uYA 【平安夜尖沙咀大致不封路】：http://bit.ly/2MlSVJa #破壞 #港鐵 #大學站 #交通燈 #堵路 #法治 #守法意識 #維護法紀 #社會安寧 香港警察 Hong Kong Police,714,451,29,11,2,3,218,285 Comments,2489388624617179,/story.php?story_fbid=2489388624617179&id=1539066899649361
政府新聞網,,2019-12-23 04:28:31,【評估情況】警方留意到有人號召平安夜喺尖沙咀進行未經批准嘅遊行，提醒大家有關活動屬非法集會，一旦演變為暴力場面，警方會嚴厲執法。另外，尖沙咀一帶嘅交通安排同警方部署，會同往年有啲唔同，睇片了解下 👇🏻 新聞速遞： 【平安夜尖沙咀大致不封路】：http://bit.ly/2MlSVJa 【市民勿縱容包庇違法行為】：http://bit.ly/2sUecCP 【靈活調配人手 確保巿民安全】：http://bit.ly/2Mm2uYA 【警方警告暴徒勿再破壞】：http://bit.ly/3988cH4 #平安夜 #尖沙咀 #遊行 #非法集會 #嚴厲執法 #人群聚集 #交通安排 香港警察 Hong Kong Police,394,264,13,6,2,1,108,141 Comments,2489373641285344,/story.php?story_fbid=2489373641285344&id=1539066899649361
"政府新聞網,勞工及福利局 Labour and Welfare Bureau",勞工及福利局 Labour and Welfare Bureau,2019-12-23 03:45:16,【現場直播】羅致光局長同大家傾傾勞工同福利議題 💬 關注呢方面嘅朋友都去留言一齊傾啦～ #同你傾 #勞福 #勞工 #青年 #就業 #扶貧 #安老 #助弱 #對話平台 #對話總比對立好 勞工及福利局 Labour and Welfare Bureau #羅致光 #FacebookLive【同你傾 – 勞福】 有乜嘢想問勞工及福利局長羅致光博士？歡迎大家即時喺呢個post度留言，局長將會係Facebook Live入面回應大家！ #同你傾 #講勞福 #羅致光 #對話平台 #對話總比對立好,34,10,1,,,,23,17 Comments,2489353731287335,/story.php?story_fbid=2489353731287335&id=1539066899649361
政府新聞網,,2019-12-23 03:37:17,【後果嚴重】警方留意到有網民再次鼓吹、煽動其他人喺平安夜作出違法同暴力行為。警方提醒市民，今個月至少有 3 宗涉及真槍實彈或土製炸彈嘅案件，亦有證據顯示有人計劃喺人多嘅地方使用致命武器；如果疑犯未有及時被捕，後果絕對係災難性。警方強調會盡最大努力，確保市民安全。 新聞速遞： 【靈活調配人手 確保巿民安全】：http://bit.ly/2Mm2uYA 【市民勿縱容包庇違法行為】：http://bit.ly/2sUecCP 【平安夜尖沙咀大致不封路】：http://bit.ly/2MlSVJa 【警方警告暴徒勿再破壞】：http://bit.ly/3988cH4 #平安夜 #集會 #遊行 #武器 #槍械 #炸彈 #襲擊 #市民安全 香港警察 Hong Kong Police,372,249,13,4,4,3,99,125 Comments,2489338867955488,/story.php?story_fbid=2489338867955488&id=1539066899649361
政府新聞網,,2019-12-23 03:15:54,【勿阻執法】近半年嘅罪案數字持續上升，當中包括爆竊、行劫同縱火等嚴重罪行，警方唔排除有匪徒趁火打劫。警方話，社會嘅守法意識因為暴徒嘅行為而不斷下降，令人非常擔心，再次呼籲市民唔好縱容同包庇違法行為。 新聞速遞： 【市民勿縱容包庇違法行為】：http://bit.ly/2sUecCP 【靈活調配人手 確保巿民安全】：http://bit.ly/2Mm2uYA 【平安夜尖沙咀大致不封路】：http://bit.ly/2MlSVJa 【警方警告暴徒勿再破壞】：http://bit.ly/3988cH4 #罪案率 #守法 #法治 #執法 香港警察 Hong Kong Police,487,302,24,7,7,4,143,176 Comments,2489320181290690,/story.php?story_fbid=2489320181290690&id=1539066899649361
政府新聞網,,2019-12-23 01:00:53,【反應正面】邱騰華局長話，協助中小企融資嘅 9 成信貸擔保產品推出短短 1 星期，已經有企業申請獲批同收到款項。佢話，中小企除咗要考慮生意前景之外，好多時都要諗點樣調動資金，計劃正正幫到中小微企或者年資短嘅企業，解決銀根問題 💰 新聞速遞：http://bit.ly/2SiOuTb #中小企融資擔保計劃 #九成信貸擔保產品 #中小企 #融資 商務及經濟發展局 CEDB #香港按揭證券有限公司 #香港按證保險公司,60,35,,,,,25,23 Comments,2489243234631718,/story.php?story_fbid=2489243234631718&id=1539066899649361
政府新聞網,,2019-12-23 00:42:31,【綠色旅遊⛰】政府預留大約 5⃣ 千萬資助旅行社舉辦更多本地綠色旅遊活動，聽邱騰華局長介紹呢個新計劃啦 🏕 新聞速遞：http://bit.ly/2MnJKb0 #綠色旅遊 #綠色生活 #本地遊 #旅遊業 #資助 #旅行社 #領隊 #導遊 商務及經濟發展局 CEDB #邱騰華 #環境局 #旅遊業議會,94,54,4,,,1,35,30 Comments,2489233547966020,/story.php?story_fbid=2489233547966020&id=1539066899649361
"政府新聞網,香港警察 Hong Kong Police",香港警察 Hong Kong Police,2019-12-23 00:00:43,"【現場直播】警方記者會 香港警察 Hong Kong Police【四點鐘傳媒簡報】(2019-12-23) 警察公共關係科總警司郭嘉銓及高級警司江永祥、有組織罪案及三合會調查科高級警司李桂華、行動部高級警司汪威遜、油尖警區副指揮官高級警司黃志威及港島總區交通部執行及管制組總督察蕭奕騏現向傳媒作出簡報。 Chief Superintendent KWOK Ka-chuen and Senior Superintendent KONG Wing-cheung of Police Public Relations Branch, Senior Superintendent LI Kwai-wah of Organized Crime and Triad Bureau, Senior Superintendent WONG Wai-shun of Operations Wing, Deputy District Commander of Yau Tsim District, Senior Superintendent WONG Chi-wai and Chief Inspector Aubrey SIU of Traffic Hong Kong Island (Enforcement and Control) are now giving a briefing to the media.",113,52,1,1,,,59,62 Comments,2489210231301685,/story.php?story_fbid=2489210231301685&id=1539066899649361
政府新聞網,,2019-12-22 20:54:02,【睇真D 知多D】大家唔好以為網上犯罪冇後果呀 ‼ 之前有人涉嫌喺社交平台煽惑其他人去破壞店鋪，已經畀警方拉咗嘞。另外，協助罪犯係嚴重罪行，有人就因為涉嫌提供住宿畀通緝犯而被捕！千祈咪試呀 🙅🏻‍♂🙅🏻‍♀ #罪行 #法例 #互聯網 #虛擬世界 #社交平台 #協助罪犯 #監禁,405,198,21,3,,3,180,178 Comments,2489100701312638,/story.php?story_fbid=2489100701312638&id=1539066899649361
政府新聞網,,2019-12-22 06:47:45,【強烈譴責】今日有集會人士揮動港獨旗幟，發表港獨言論，又將國旗拆落嚟丟喺地上，特區政府強烈譴責有關行為，並指違法人士須負上刑責，強調任何人公開同故意侮辱國旗或國徽，即屬犯罪，一經定罪，可被罰款 5 萬元同監禁 3 年。  新聞公報：http://bit.ly/2SdCum1 #國家主權 #國旗  #國旗及國徽條例,324,172,49,3,1,,99,266 Comments,2488514468037928,/story.php?story_fbid=2488514468037928&id=1539066899649361
政府新聞網,,2019-12-22 05:09:40,【慎防受騙】近期有偽冒香港郵政發出嘅彈出式視窗，引導市民點擊欺詐網站嘅連結，要求市民提供個人甚至信用卡資料 😱！大家千祈唔好上當呀！ 新聞公報：http://bit.ly/34Gb9vi #欺詐網站 #慎防受騙 #香港郵政 香港警察 Hong Kong Police,146,103,3,1,8,,31,106 Comments,2488440411378667,/story.php?story_fbid=2488440411378667&id=1539066899649361
"政府新聞網,香港警察 Hong Kong Police,Studio Incendo",香港警察 Hong Kong Police,2019-12-22 01:37:04,"【警方呼籲】警方話，喺愛丁堡廣場舉行集會期間，拘捕 1 名違法人士嘅時候有人襲擊警員並意圖搶犯，警方正進行驅散，呼籲市民立即離開現場。 #中環 #愛丁堡廣場 #公眾集會 #襲警 #搶犯 #驅散行動 香港警察 Hong Kong Police【警方在愛丁堡廣場進行驅散】 今日下午5時許，在中環愛丁堡廣場舉行的一個公眾集會期間，警方在附近拘捕一名違法人士。期間有人向警務人員投擲雜物，襲擊他們，意圖搶犯。有關行為嚴重威脅在場人士的人身安全和公共秩序，警方正使用最低所需武力進行驅散。 警方嚴厲譴責有關暴力行為，並呼籲市民立即離開現場，如非必要，不要前往該區。 At around 5 PM, Police arrested a male in the vicinity of a public meeting at Edinburgh Place, Central.  During the arrest, a large group of radical protestors hurled hard objects at and assaulted police officers with intent to help the arrestee escape, posing a serious threat to the safety of everyone on site.  In face of the violent acts, Police officers are deploying minimum necessary force to disperse the protestors.  The Police strongly condemn the violent acts of radical protestors.  We appeal to members of the public to leave immediately and avoid travelling to the area.沒有委任證蒙面人態度惡劣地聲稱男子於被截查期間「插袋」，又聲自己並非首次警告，威脅男子「再插袋會拉你」 12.21 1937 #尖沙咀 #海港城 #惡到呢 Source: Appledaily live feed",141,72,1,,1,,67,98 Comments,2488315858057789,/story.php?story_fbid=2488315858057789&id=1539066899649361
"政府新聞網,發展局 Development Bureau,Studio Incendo",發展局 Development Bureau,2019-12-20 01:35:37,【新海濱體驗】添馬至會展嘅一段海濱長廊早前正式開放，採用先駁通、再優化嘅理念，既可以提早釋放海濱用地畀市民享用，又可以 👂🏻 大家嘅意見，融入下一階段工程嘅設計，一舉兩得 👍🏻👍🏻 最近仲多咗啲特別嘅打卡位 🎅🏻🤶🏻，一齊跟黃偉綸局長 👀 下～ 局長隨筆：http://bit.ly/2EKdrPu #維港 #海濱長廊 #添馬 #會展 #先駁通再優化 #公共家具 #社區發展項目 #微型藝術裝置 #霓虹燈裝置 #環保 發展局 Development Bureau #海濱事務委員會 #海濱發展專責小組【每周一Blog】💁🏻‍♂️今次黃偉綸局長同海濱事務委員會主席Vincent、港島區海濱發展專責小組主席Ivan，🎡🤹🏻‍♀️帶大家行吓添馬至會展嘅一段新海濱長廊，嗰度多咗一啲好有🎅🏻🤶🏻聖誕氣氛同得意嘅「打卡位」。🎨🧩想知更多？去片~🎉 詳見：https://www.devb.gov.hk/tc/home/my_blog/index_id_369.html #發展局 #黃偉綸 #海濱事務委員會 #先駁通後優化 #今年新增一成海濱 #石塘咀至會展海濱已打通 #親親海濱去打卡 #局長隨筆沒有委任證蒙面人態度惡劣地聲稱男子於被截查期間「插袋」，又聲自己並非首次警告，威脅男子「再插袋會拉你」 12.21 1937 #尖沙咀 #海港城 #惡到呢 Source: Appledaily live feed,98,61,2,1,,,34,77 Comments,2488286061394102,/story.php?story_fbid=2488286061394102&id=1539066899649361
政府新聞網,,2019-12-22 00:15:39,【維護法治】鄭若驊司長話，近月大規模嘅違法同暴力行為嚴重衝擊法治，所謂違法達義或者公民抗命，其實都係法律上唔容許嘅，希望大家唔好以身試法。佢同律政司嘅同事會從唔同渠道向大眾推廣同宣揚正確嘅法治觀念。 司長網誌：http://bit.ly/2rnchGE #暴力破壞 #衝擊法治 #遵守法律 #維護法治 #律政司司長 #鄭若驊,277,134,23,,,2,118,199 Comments,2488220208067354,/story.php?story_fbid=2488220208067354&id=1539066899649361
政府新聞網,,2019-12-21 22:53:51,【💪🏻渡難關  懷希望】陳茂波司長話，唔少業界人士都希望社會氣氛緩和，暴力停止，畀市民恢復消費意欲；大家擔心如果市況未能迅速改善，新年過後可能出現結業潮。佢話，無論過去呢段日子有過咩分歧，希望大家都畀自己同社會有喘息嘅空間，透過對話 💬 互相理解，面向未來 ✨ 司長隨筆：http://bit.ly/2SeAvxB #中小企融資擔保計劃 #八成信貸擔保產品 #九成信貸擔保產品 #支援措施 #暴力停止 #消費意欲 #撐企業 #保就業 #財政司司長 #陳茂波,155,65,2,2,,2,84,121 Comments,2488175311405177,/story.php?story_fbid=2488175311405177&id=1539066899649361
政府新聞網,,2019-12-21 18:00:30,【團團圓圓】食完冬至飯，再食碗暖笠笠嘅湯圓就 perfect 👍🏻 二十四節氣知多啲：http://bit.ly/33JTh2c #冬至 #二十四節氣,669,315,3,30,,8,313,293 Comments,2487389404817101,/story.php?story_fbid=2487389404817101&id=1539066899649361
"政府新聞網,綠在屯門 Tuen Mun Community Green Station",綠在屯門 Tuen Mun Community Green Station,2019-12-13 21:42:14,【♻綠換冬日】👨‍👩‍👧‍👦 嚟學下自製聖誕禮物 🎁 同裝飾 ⛄，過返個綠惜聖誕🎄～ #綠換冬日在屯門 #二手市集 #回收站 #升級再造工作坊 #導賞遊 #展覽 #攤位遊戲 #費用全免 #環保 #屯義街9號 綠在屯門 Tuen Mun Community Green Station綠換．冬日．在屯門 日期：2019年12月22日(日) 時間：上午10時至下午4時 地點：綠在屯門(屯門屯義街9號),103,64,1,,,1,37,152 Comments,2487306661492042,/story.php?story_fbid=2487306661492042&id=1539066899649361
"政府新聞網,漁農自然護理署 Agriculture, Fisheries and Conservation Department,LIHKG 討論區","漁農自然護理署 Agriculture, Fisheries and Conservation Department",2019-12-19 23:59:36,"【山友必備⛰】新手唔知從何入手？🤔 老手又嫌路線行到悶？Click 入呢個網站 👇🏻，行山熱點 📍 同路徑資訊一眼睇晒～ 知多啲：https://www.hiking.gov.hk #郊野樂行 #山徑 #郊外 #自然美景 #遠足 #景點推介 漁農自然護理署 Agriculture, Fisheries and Conservation Department【全新「郊野樂行」網站⛰睇盡全港行山路線🧐】 諗緊去邊度行山﹖行開嘅路線悶悶地，想發掘新路線﹖ 即上「郊野樂行」網站睇吓啦🎉！ 我哋為大家介紹港九新界嘅行山路線詳情，仲會推介行山熱點，你總會搵到最適合你嘅一條路線㗎👍！ 網址﹕https://www.hiking.gov.hk #AFCD #漁護署 #郊野樂行 #全新版面 #睇盡全港行山路線 #總有一條路線啱你家陣香港平民係咪唔准行商場？ 原文 - 20:39-43港台live影住一警察o係yoho特登撞途人入防煙門 https://lihkg.com/thread/1792224/page/1 Twitter・https://twitter.com/lihkg_forum  (@lihkg_forum) IG・...",63,46,,,,1,16,49 Comments,2487112388178136,/story.php?story_fbid=2487112388178136&id=1539066899649361
"政府新聞網,HKCSS 香港社會服務聯會",HKCSS 香港社會服務聯會,2019-12-18 20:16:17,【回應所需💕】改善居住環境 🏠、建立鄰里關係 🤝、得到社區網絡支援 💪🏻 呢個計劃，多方面滿足基層市民嘅需要 🙌🏻 新聞速遞：https://bit.ly/35IGr62 知多啲：https://bit.ly/2Z7DXM0 查詢：3596 7128 #房屋 #過渡性社會房屋 #組合社會房屋計劃 #南昌街 #組合房屋 #賽馬會組房築社社區營造先導計劃 關愛基金 Community Care Fund HKCSS 香港社會服務聯會 運房點線面 #陳帆全港首個組合社會房屋組裝 #社聯 推動「#組合社會房屋計劃」，首個項目「南昌街項目」獲得關愛基金資助，於南昌街202至220號興建1棟4層，合共89個組合房屋單位，給予輪候公屋超過3年及居於不適切住房等基層家庭及人士申請入住。計劃善用短期空置土地，興建適切和可負擔住屋作過渡性安排，讓輪候公屋的人士在一個較合適的環境下等待公屋。 社聯另外獲得 #香港賽馬會慈善信託基金 捐助，在南昌街項目推出賽馬會「組房築社」社區營造先導計劃，於過渡性社會房屋注入社會服務以回應基層所需，計劃由非牟利機構或社會企業管理，提供社區網絡支援服務，協助基層住戶改變貧窮和社會孤立處境，改善生活質素。 #HKCSS #香港社會服務聯會 #社會房屋 #基層 #住屋,84,49,,,,1,34,108 Comments,2486434128245962,/story.php?story_fbid=2486434128245962&id=1539066899649361
政府新聞網,,2019-12-20 06:38:12,【回應查詢】就傳媒查詢有關選舉事務處向選民發出查核信嘅安排，選舉事務處有以下回應 👇🏻 新聞公報：http://bit.ly/2sQXTXf  #選民 #選民登記冊 #查核信 #選舉事務處,53,36,1,,,1,15,68 Comments,2486424584913583,/story.php?story_fbid=2486424584913583&id=1539066899649361
政府新聞網,,2019-12-20 06:16:50,【睇真D 知多D】早前網上有人質疑政府種票，但事實係選舉事務處收到選民申請要求更改個人資料，大家真係唔好輕信謠言呀 🙅🏻‍♀🙅🏻‍♂～另外，任何人參與暴力同違法行為都要負上刑責，教師同學生都要諗清諗楚，以免斷送大好前途‼ #澄清 #選民 #登記資料 #選舉事務處 #暴力事件 #學校 #學生 #暴力 #違法行為 #教師 #專業操守 #法律責任 #教師註冊 #教育局 #楊潤雄,232,114,7,,,2,109,101 Comments,2486404441582264,/story.php?story_fbid=2486404441582264&id=1539066899649361
"政府新聞網,香港北區花鳥蟲魚展覽會 Hong Kong North District Flower Bird Insect And Fish Show",香港北區花鳥蟲魚展覽會 Hong Kong North District Flower Bird Insect And Fish Show,2019-12-09 22:52:08,【親親🌺🦆🕷🐟】一年一度嘅花鳥蟲魚展覽又嚟啦 🤩～今個聖誕，一家大細走入呢個鬧市中嘅綠洲，同獨特嘅動植物嚟個全接觸啦 🎄🌱 知多啲：http://bit.ly/38VUhUD 香港北區花鳥蟲魚展覽會 Hong Kong North District Flower Bird Insect And Fish Show #親子 #嘉年華 #講座 #表演 #環境生態 #環保 #養魚 #觀鳥 #栽種 #康文署香港北區花鳥蟲魚展覽2019 展覽日期及時間： 2019年12月21日 下午1時至6時 2019年12月22至26日 上午9時30分至下午6時 2019年12月27日 上午9時30分至下午5時 地點：新界粉嶺「粉嶺遊樂場」（粉嶺港鐵站側）,83,67,1,,1,,14,57 Comments,2486314581591250,/story.php?story_fbid=2486314581591250&id=1539066899649361
